lr,t,c_l,c_r,c_s,cc,cs,n_l,n_r,n_s,nn,s_l,s_r,s_s,sc,ss,sum
EFNB1_EPHB1,MEDIAN,,,,17.82,16.83,,,,13.83,,,,18.72,,
EFNB1_EPHB1,OV,20.57,0.89,14.41,22.7,30.47,10.16,0.38,3.87,4.82,16.25,1.19,19.35,17.94,24.07,80.36
EFNB1_EPHB1,PAAD,51.26,0.05,1.0,2.78,57.53,18.55,0.62,11.47,13.75,22.04,0.94,20.63,1.2,24.74,83.4
EFNB1_EPHB1,PRAD,1.08,0.0,0.0,0.0,3.24,12.57,1.45,18.24,53.76,14.29,1.02,14.59,0.0,43.0,33.93
EFNB1_EPHB1,SKCM,5.53,0.61,5.24,18.88,18.51,2.03,0.4,0.81,4.56,8.59,0.6,5.13,29.31,28.74,17.86
EFNB1_EPHB1,STAD,21.81,1.06,19.42,23.7,25.42,11.38,0.81,9.26,9.52,18.37,1.13,20.83,19.96,21.4,97.31
EFNB1_EPHB1,THCA,8.21,3.03,44.56,16.76,4.61,7.34,8.14,59.76,40.31,14.72,0.83,12.25,30.06,8.26,148.26
EFNB1_EPHB1,UCEC,19.65,1.5,12.03,47.67,0.0,17.3,1.17,20.26,32.84,8.04,0.0,0.0,19.5,0.0,61.7
EFNB1_EPHB2,BLCA,36.91,2.11,32.67,10.29,55.15,31.06,1.72,53.45,7.07,15.51,11.29,175.1,4.32,23.17,755.75
EFNB1_EPHB2,BRCA,3.93,0.82,9.66,3.18,18.32,13.42,1.05,14.1,13.93,11.82,4.71,55.7,9.55,55.02,101.23
EFNB1_EPHB2,CESC,27.4,5.62,259.83,19.79,16.47,17.43,1.11,19.37,2.49,46.26,4.67,216.29,33.42,27.82,777.44
EFNB1_EPHB2,CRC,49.78,69.11,1704.38,45.48,14.33,31.75,25.18,799.51,10.57,24.66,21.77,537.0,22.53,7.1,7565.33
EFNB1_EPHB2,ESCA,41.66,8.36,196.62,31.34,32.4,5.29,0.54,2.86,0.26,23.53,8.64,203.28,17.7,18.3,1110.72
EFNB1_EPHB2,GBM,12.01,9.14,50.83,49.74,15.4,2.88,3.61,10.4,4.71,5.56,2.83,15.74,23.02,7.13,220.76
EFNB1_EPHB2,HNSC,65.07,2.42,105.94,13.57,45.32,19.68,0.86,16.84,1.45,43.82,8.07,353.8,9.14,30.52,1159.3
EFNB1_EPHB2,KIRC,11.45,0.0,0.0,0.0,23.31,18.21,2.65,48.19,34.66,20.65,2.83,58.43,0.0,42.03,139.01
EFNB1_EPHB2,KIRP,13.79,0.68,9.64,5.13,29.97,21.82,2.42,52.79,28.84,14.17,3.98,56.37,5.27,30.79,183.05
EFNB1_EPHB2,LGG,5.62,2.75,13.96,16.21,30.61,2.88,3.61,10.4,10.91,5.07,5.2,26.36,14.63,27.64,95.38
EFNB1_EPHB2,LIHC,3.26,0.85,11.9,7.79,10.8,3.92,0.15,0.57,1.6,14.0,1.18,16.5,33.44,46.36,35.58
EFNB1_EPHB2,LUAD,2.76,2.5,34.95,3.25,11.54,16.89,1.31,22.14,10.41,13.97,8.88,124.12,16.43,58.36,212.67
EFNB1_EPHB2,LUSC,21.81,2.44,75.54,7.55,32.34,16.91,1.46,24.61,3.49,30.96,10.45,323.56,10.72,45.9,704.87
EFNB1_EPHB2,MEDIAN,,,,10.79,20.81,,,,8.74,,,,12.67,,
EFNB1_EPHB2,OV,20.57,6.8,110.57,11.28,42.14,10.16,5.35,54.37,4.38,16.25,25.41,412.99,8.91,33.29,1240.66
EFNB1_EPHB2,PAAD,51.26,1.76,38.79,8.42,51.98,18.55,7.87,145.96,13.63,22.04,10.86,239.41,3.62,22.35,1071.16
EFNB1_EPHB2,PRAD,1.08,0.37,5.29,0.76,3.99,12.57,1.35,16.98,32.24,14.29,1.95,27.89,10.05,52.96,52.67
EFNB1_EPHB2,SKCM,5.53,0.22,1.86,1.6,35.46,2.03,1.99,4.04,5.39,8.59,4.8,41.28,2.48,55.06,74.97
EFNB1_EPHB2,STAD,21.81,19.87,364.96,36.36,17.24,11.38,1.33,15.09,1.27,18.37,9.42,173.07,30.61,14.52,1192.1
EFNB1_EPHB2,THCA,8.21,3.85,56.71,12.98,16.49,7.34,5.88,43.17,17.71,14.72,4.9,72.06,23.26,29.56,243.76
EFNB1_EPHB2,UCEC,19.65,5.08,40.83,46.9,16.21,17.3,1.36,23.55,11.07,8.04,1.76,14.11,19.19,6.63,212.8
EFNB1_EPHB3,BLCA,36.91,4.48,69.51,24.32,36.45,31.06,3.0,93.21,13.7,15.51,6.72,104.17,10.22,15.31,680.3
EFNB1_EPHB3,BRCA,3.93,18.36,217.03,10.14,7.32,13.42,15.95,214.08,30.06,11.82,13.26,156.72,30.47,22.0,712.23
EFNB1_EPHB3,CESC,27.4,12.78,591.35,13.43,21.73,17.43,8.19,142.78,5.47,46.26,20.69,957.25,22.67,36.7,2608.45
EFNB1_EPHB3,CRC,49.78,72.21,1780.81,52.5,10.19,31.75,13.48,428.02,6.25,24.66,14.01,345.51,26.01,5.05,6846.5
EFNB1_EPHB3,ESCA,41.66,27.77,653.58,49.34,13.14,5.29,9.86,52.18,2.22,23.53,7.4,174.04,27.87,7.42,2344.98
EFNB1_EPHB3,GBM,12.01,16.78,93.31,62.51,3.64,2.88,3.62,10.43,3.24,5.56,0.98,5.43,28.94,1.68,322.48
EFNB1_EPHB3,HNSC,65.07,17.28,757.23,23.49,30.86,19.68,22.01,433.14,9.05,43.82,22.7,994.94,15.82,20.78,4787.26
EFNB1_EPHB3,KIRC,11.45,0.88,18.21,8.02,14.12,18.21,2.62,47.73,37.92,20.65,1.55,32.06,14.46,25.47,125.87
EFNB1_EPHB3,KIRP,13.79,0.15,2.11,2.1,12.49,21.82,3.16,68.85,70.41,14.17,0.89,12.55,2.16,12.84,97.78
EFNB1_EPHB3,LGG,5.62,12.22,61.99,42.33,6.84,2.88,3.62,10.43,6.43,5.07,1.97,10.01,38.22,6.17,162.18
EFNB1_EPHB3,LIHC,3.26,0.11,1.6,1.51,16.59,3.92,0.27,1.04,4.22,14.0,1.26,17.59,6.49,71.19,24.71
EFNB1_EPHB3,LUAD,2.76,8.97,125.4,8.67,4.97,16.89,2.95,49.85,17.42,13.97,5.14,71.82,43.83,25.11,286.07
EFNB1_EPHB3,LUSC,21.81,36.7,1136.32,32.2,8.21,16.91,3.27,55.29,2.22,30.96,9.36,289.84,45.71,11.66,2486.13
EFNB1_EPHB3,MEDIAN,,,,24.37,12.82,,,,7.46,,,,24.34,,
EFNB1_EPHB3,OV,20.57,11.57,187.96,25.61,25.51,10.16,7.77,78.93,8.5,16.25,11.52,187.2,20.23,20.15,928.99
EFNB1_EPHB3,PAAD,51.26,10.96,241.61,43.6,23.86,18.55,2.45,45.5,3.53,22.04,6.0,132.19,18.75,10.26,1288.65
EFNB1_EPHB3,PRAD,1.08,9.68,138.31,2.22,3.25,12.57,8.21,103.22,21.96,14.29,14.2,202.86,29.42,43.15,470.12
EFNB1_EPHB3,SKCM,5.53,5.91,50.77,24.42,13.2,2.03,2.61,5.3,3.96,8.59,3.19,27.45,37.92,20.5,133.9
EFNB1_EPHB3,STAD,21.81,16.68,306.41,37.29,11.33,11.38,8.95,101.89,10.44,18.37,5.07,93.14,31.4,9.54,975.97
EFNB1_EPHB3,THCA,8.21,1.23,18.12,4.08,31.14,7.34,0.55,4.04,1.63,14.72,9.39,138.26,7.32,55.83,247.65
EFNB1_EPHB3,UCEC,19.65,21.07,169.38,52.95,5.49,17.3,7.98,138.09,17.66,8.04,2.19,17.57,21.66,2.25,782.05
EFNB1_EPHB4,BLCA,36.91,17.59,272.82,24.67,33.18,31.06,15.11,469.32,17.83,15.51,23.66,366.89,10.37,13.94,2631.68
EFNB1_EPHB4,BRCA,3.93,27.38,323.63,7.91,9.62,13.42,30.27,406.28,29.83,11.82,33.3,393.56,23.76,28.89,1362.2
EFNB1_EPHB4,CESC,27.4,26.23,1213.68,15.25,14.39,17.43,54.86,956.33,20.29,46.26,24.76,1145.47,25.75,24.31,4712.55
EFNB1_EPHB4,CRC,49.78,40.19,991.18,30.88,30.23,31.75,17.59,558.53,8.62,24.66,39.34,970.13,15.3,14.97,6478.93
EFNB1_EPHB4,ESCA,41.66,53.63,1262.01,47.03,15.88,5.29,13.99,74.03,1.56,23.53,18.11,426.09,26.57,8.97,4750.61
EFNB1_EPHB4,GBM,12.01,10.9,60.58,40.12,27.27,2.88,1.61,4.64,1.42,5.56,7.41,41.18,18.57,12.62,326.22
EFNB1_EPHB4,HNSC,65.07,44.77,1961.68,36.73,20.36,19.68,18.01,354.4,4.47,43.82,24.81,1087.07,24.74,13.71,7930.51
EFNB1_EPHB4,KIRC,11.45,9.4,194.09,7.94,17.02,18.21,22.33,406.75,30.02,20.65,20.14,415.98,14.32,30.7,1355.13
EFNB1_EPHB4,KIRP,13.79,20.41,289.22,20.8,9.71,21.82,23.67,516.4,38.16,14.17,9.52,134.96,21.37,9.97,1353.41
EFNB1_EPHB4,LGG,5.62,4.39,22.27,25.59,24.44,2.88,1.61,4.64,4.81,5.07,4.19,21.28,23.1,22.06,96.43
EFNB1_EPHB4,LIHC,3.26,17.95,251.3,8.69,9.02,3.92,10.75,42.15,6.26,14.0,18.63,260.79,37.31,38.72,673.56
EFNB1_EPHB4,LUAD,2.76,32.65,456.21,6.41,5.24,16.89,24.53,414.34,29.43,13.97,26.71,373.27,32.4,26.51,1407.87
EFNB1_EPHB4,LUSC,21.81,39.06,1209.48,22.64,14.25,16.91,23.88,403.78,10.73,30.96,24.58,761.19,32.14,20.23,3762.71
EFNB1_EPHB4,MEDIAN,,,,23.99,16.26,,,,12.45,,,,23.43,,
EFNB1_EPHB4,OV,20.57,17.78,288.87,26.51,15.12,10.16,34.59,351.42,25.48,16.25,10.14,164.81,20.94,11.95,1379.39
EFNB1_EPHB4,PAAD,51.26,37.71,831.19,39.47,25.36,18.55,19.24,356.92,7.29,22.04,24.23,534.05,16.97,10.91,4897.24
EFNB1_EPHB4,PRAD,1.08,13.44,192.03,1.34,3.13,12.57,31.01,389.8,36.18,14.29,31.31,447.31,17.82,41.52,1077.36
EFNB1_EPHB4,SKCM,5.53,20.08,172.54,23.31,14.73,2.03,6.74,13.69,2.87,8.59,12.69,109.05,36.2,22.88,476.63
EFNB1_EPHB4,STAD,21.81,35.86,658.59,32.08,19.56,11.38,10.47,119.18,4.89,18.37,21.87,401.62,27.01,16.47,2438.56
EFNB1_EPHB4,THCA,8.21,7.32,107.71,13.37,17.36,7.34,8.67,63.65,14.17,14.72,9.49,139.77,23.98,31.12,449.16
EFNB1_EPHB4,UCEC,19.65,31.0,249.18,29.59,16.64,17.3,41.49,717.87,34.87,8.04,17.43,140.12,12.1,6.81,2058.83
EFNB1_EPHB6,BLCA,36.91,68.08,1055.87,57.19,3.9,31.06,18.73,581.79,13.24,15.51,4.64,71.96,24.03,1.64,4394.07
EFNB1_EPHB6,BRCA,3.93,0.29,3.45,0.59,14.86,13.42,5.48,73.56,38.1,11.82,7.29,86.22,1.79,44.66,193.08
EFNB1_EPHB6,CESC,27.4,6.32,292.48,10.95,21.11,17.43,12.52,218.27,13.8,46.26,12.19,563.98,18.49,35.65,1581.92
EFNB1_EPHB6,CRC,49.78,0.17,4.29,3.36,52.03,31.75,1.39,44.16,17.17,24.66,2.69,66.3,1.67,25.77,257.23
EFNB1_EPHB6,ESCA,41.66,3.29,77.31,27.81,33.59,5.29,3.64,19.26,3.91,23.53,3.97,93.39,15.71,18.98,492.17
EFNB1_EPHB6,GBM,12.01,2.62,14.54,9.03,24.87,2.88,60.88,175.41,50.41,5.56,7.21,40.07,4.18,11.51,347.98
EFNB1_EPHB6,HNSC,65.07,7.25,317.9,34.57,16.74,19.68,9.8,192.96,14.13,43.82,3.51,153.97,23.28,11.28,1365.57
EFNB1_EPHB6,KIRC,11.45,3.47,71.63,11.28,16.66,18.21,4.19,76.32,21.67,20.65,5.12,105.79,20.34,30.04,352.11
EFNB1_EPHB6,KIRP,13.79,9.29,131.74,24.6,14.48,21.82,4.96,108.23,20.77,14.17,5.47,77.52,25.28,14.87,521.14
EFNB1_EPHB6,LGG,5.62,1.83,9.29,1.97,32.92,2.88,60.88,175.41,33.61,5.07,30.57,155.11,1.78,29.72,521.91
EFNB1_EPHB6,LIHC,3.26,0.76,10.59,2.39,15.45,3.92,1.48,5.81,5.61,14.0,4.9,68.61,10.24,66.31,103.47
EFNB1_EPHB6,LUAD,2.76,0.06,0.88,0.11,8.65,16.89,4.6,77.71,46.97,13.97,5.18,72.36,0.53,43.74,165.44
EFNB1_EPHB6,LUSC,21.81,8.37,259.1,26.01,10.92,16.91,4.42,74.65,10.64,30.96,3.51,108.81,36.92,15.51,701.75
EFNB1_EPHB6,MEDIAN,,,,13.32,16.7,,,,15.3,,,,13.23,,
EFNB1_EPHB6,OV,20.57,13.14,213.5,23.35,25.73,10.16,13.85,140.72,12.16,16.25,14.48,235.24,18.45,20.32,1157.49
EFNB1_EPHB6,PAAD,51.26,13.17,290.28,31.43,28.89,18.55,15.91,295.2,13.74,22.04,12.11,266.87,13.51,12.42,2148.09
EFNB1_EPHB6,PRAD,1.08,6.98,99.67,0.82,4.21,12.57,20.73,260.62,28.28,14.29,36.04,514.96,10.81,55.88,921.61
EFNB1_EPHB6,SKCM,5.53,0.16,1.4,1.07,32.68,2.03,5.76,11.7,13.84,8.59,4.99,42.89,1.66,50.75,84.52
EFNB1_EPHB6,STAD,21.81,1.3,23.93,15.37,29.98,11.38,2.68,30.46,16.47,18.37,2.54,46.67,12.94,25.24,184.9
EFNB1_EPHB6,THCA,8.21,30.05,442.35,21.77,9.47,7.34,19.69,144.56,12.76,14.72,13.07,192.34,39.03,16.97,1133.25
EFNB1_EPHB6,UCEC,19.65,5.75,46.2,20.81,11.28,17.3,17.18,297.25,54.78,8.04,3.11,25.04,8.51,4.61,542.63
EFNB2_EPHA4,BLCA,7.25,4.95,64.82,21.08,11.41,6.79,2.24,15.22,8.93,13.08,2.68,35.07,38.02,20.57,170.49
EFNB2_EPHA4,BRCA,4.51,0.69,8.35,2.12,13.67,13.0,4.71,61.25,41.74,12.13,4.45,53.97,5.69,36.78,146.73
EFNB2_EPHA4,CESC,6.73,2.81,28.49,14.19,13.84,6.81,5.81,39.58,29.71,10.15,2.74,27.8,21.39,20.87,133.21
EFNB2_EPHA4,CRC,22.07,0.35,11.03,2.17,30.44,28.29,2.51,71.04,20.23,31.93,4.84,154.59,3.14,44.02,351.16
EFNB2_EPHA4,ESCA,20.65,2.58,43.66,21.83,29.77,9.09,1.62,14.74,6.05,16.95,3.51,59.54,17.92,24.43,243.7
EFNB2_EPHA4,GBM,9.43,9.13,107.22,11.0,8.29,13.01,34.1,443.68,56.68,11.74,6.88,80.79,13.7,10.32,782.74
EFNB2_EPHA4,HNSC,11.86,3.92,67.47,17.54,18.49,8.26,3.75,30.95,11.68,17.2,4.13,71.1,25.46,26.83,265.03
EFNB2_EPHA4,KIRC,9.32,3.02,104.37,7.32,10.41,12.82,4.99,63.96,16.6,34.52,4.3,148.57,27.1,38.57,385.2
EFNB2_EPHA4,KIRP,11.63,3.89,13.83,36.85,15.73,9.71,3.96,38.42,31.33,3.56,1.66,5.9,11.28,4.81,122.63
EFNB2_EPHA4,LGG,1.69,3.48,37.81,0.83,4.27,13.01,34.1,443.68,62.22,10.86,17.98,195.29,5.3,27.39,713.09
EFNB2_EPHA4,LIHC,1.18,0.13,0.82,1.38,13.66,1.49,0.25,0.37,3.35,6.43,1.26,8.09,7.48,74.13,10.91
EFNB2_EPHA4,LUAD,3.95,3.77,57.32,6.27,8.01,22.17,3.3,73.19,30.79,15.19,4.82,73.22,24.12,30.8,237.68
EFNB2_EPHA4,LUSC,9.11,6.35,92.43,18.68,11.87,18.95,3.37,63.89,20.63,14.55,4.04,58.75,29.85,18.97,309.65
EFNB2_EPHA4,MEDIAN,,,,11.18,13.76,,,,18.42,,,,17.39,,
EFNB2_EPHA4,OV,9.76,2.3,33.36,11.36,24.3,3.42,6.63,22.63,11.43,14.48,4.93,71.35,16.86,36.05,197.91
EFNB2_EPHA4,PAAD,19.01,8.86,142.77,40.39,10.92,9.07,2.39,21.69,5.2,16.11,2.4,38.61,34.23,9.26,417.08
EFNB2_EPHA4,PRAD,15.69,1.3,16.88,9.11,33.86,13.24,3.59,47.53,21.33,13.03,4.81,62.69,7.57,28.13,222.87
EFNB2_EPHA4,SKCM,2.33,1.58,6.95,14.75,17.28,2.34,0.83,1.95,7.76,4.39,1.86,8.15,27.72,32.49,25.07
EFNB2_EPHA4,STAD,18.48,0.82,12.64,9.95,37.32,10.88,1.89,20.56,13.45,15.36,3.09,47.41,8.27,31.02,152.85
EFNB2_EPHA4,THCA,7.07,7.67,69.06,6.83,34.39,5.33,9.36,49.9,6.28,9.0,38.65,347.94,8.7,43.81,794.27
EFNB2_EPHA4,UCEC,7.41,4.35,31.25,21.71,4.95,13.06,5.4,70.54,47.5,7.18,0.99,7.12,21.04,4.79,148.5
EFNB2_EPHB1,BLCA,7.25,0.17,2.2,6.36,20.98,6.79,0.66,4.49,23.35,13.08,0.56,7.27,11.46,37.84,19.22
EFNB2_EPHB1,BRCA,4.51,0.34,4.11,1.69,6.04,13.0,4.96,64.5,71.48,12.13,1.21,14.66,4.55,16.24,90.24
EFNB2_EPHB1,CESC,6.73,0.42,4.29,14.49,11.4,6.81,1.01,6.89,35.09,10.15,0.33,3.37,21.84,17.18,19.62
EFNB2_EPHB1,CRC,22.07,0.9,28.89,17.04,21.16,28.29,0.27,7.67,6.54,31.93,1.12,35.87,24.65,30.6,117.2
EFNB2_EPHB1,ESCA,20.65,0.82,13.87,24.93,27.71,9.09,0.31,2.83,4.17,16.95,0.91,15.41,20.46,22.73,67.8
EFNB2_EPHB1,GBM,9.43,9.5,111.5,27.02,4.12,13.01,7.67,99.81,30.1,11.74,1.45,17.01,33.63,5.13,331.58
EFNB2_EPHB1,HNSC,11.86,0.94,16.09,23.28,12.26,8.26,0.74,6.14,12.88,17.2,0.49,8.48,33.78,17.79,47.64
EFNB2_EPHB1,KIRC,9.32,0.38,13.0,3.75,14.74,12.82,0.95,12.18,13.03,34.52,1.48,51.05,13.9,54.59,93.52
EFNB2_EPHB1,KIRP,11.63,0.65,2.33,21.06,36.45,9.71,0.93,8.99,24.9,3.56,1.13,4.03,6.44,11.15,36.11
EFNB2_EPHB1,LGG,1.69,42.17,457.94,10.67,0.79,13.01,7.67,99.81,14.93,10.86,3.13,34.03,68.51,5.09,668.42
EFNB2_EPHB1,LIHC,1.18,0.03,0.22,0.94,12.72,1.49,0.35,0.52,12.2,6.43,0.46,2.95,5.1,69.04,4.27
EFNB2_EPHB1,LUAD,3.95,1.0,15.18,11.77,4.77,22.17,0.3,6.67,19.88,15.19,0.41,6.16,45.23,18.35,33.56
EFNB2_EPHB1,LUSC,9.11,2.39,34.82,28.87,5.94,18.95,0.38,7.22,9.57,14.55,0.49,7.16,46.14,9.49,75.45
EFNB2_EPHB1,MEDIAN,,,,16.23,13.73,,,,14.47,,,,23.25,,
EFNB2_EPHB1,OV,9.76,0.89,12.84,16.76,22.49,3.42,0.38,1.3,2.52,14.48,1.19,17.24,24.87,33.37,51.65
EFNB2_EPHB1,PAAD,19.01,0.05,0.73,2.15,44.4,9.07,0.62,5.61,14.0,16.11,0.94,15.08,1.82,37.63,40.07
EFNB2_EPHB1,PRAD,15.69,0.0,0.0,0.0,33.01,13.24,1.45,19.21,39.57,13.03,1.02,13.31,0.0,27.43,48.54
EFNB2_EPHB1,SKCM,2.33,0.61,2.67,15.71,15.41,2.34,0.4,0.94,10.38,4.39,0.6,2.62,29.54,28.97,9.05
EFNB2_EPHB1,STAD,18.48,1.06,16.24,23.54,25.24,10.88,0.81,8.85,10.66,15.36,1.13,17.42,19.57,20.98,82.99
EFNB2_EPHB1,THCA,7.07,3.03,27.25,20.29,5.58,5.33,8.14,43.4,41.17,9.0,0.83,7.49,25.85,7.11,105.42
EFNB2_EPHB1,UCEC,7.41,1.5,10.74,29.86,0.0,13.06,1.17,15.29,41.2,7.18,0.0,0.0,28.94,0.0,37.12
EFNB2_EPHB2,BLCA,7.25,2.11,27.56,5.38,28.82,6.79,1.72,11.69,4.11,13.08,11.29,147.71,9.7,51.98,284.14
EFNB2_EPHB2,BRCA,4.51,0.82,9.92,3.49,20.1,13.0,1.05,13.66,12.93,12.13,4.71,57.16,9.39,54.09,105.67
EFNB2_EPHB2,CESC,6.73,5.62,56.98,20.86,17.36,6.81,1.11,7.57,4.17,10.15,4.67,47.43,31.44,26.17,181.26
EFNB2_EPHB2,CRC,22.07,69.11,2206.56,27.14,8.55,28.29,25.18,712.43,12.68,31.93,21.77,695.22,39.26,12.37,5620.33
EFNB2_EPHB2,ESCA,20.65,8.36,141.61,26.8,27.71,9.09,0.54,4.92,0.76,16.95,8.64,146.41,21.99,22.74,643.94
EFNB2_EPHB2,GBM,9.43,9.14,107.31,28.7,8.88,13.01,3.61,46.98,15.64,11.74,2.83,33.22,35.72,11.06,300.42
EFNB2_EPHB2,HNSC,11.86,2.42,41.59,9.19,30.69,8.26,0.86,7.07,2.27,17.2,8.07,138.9,13.33,44.53,311.95
EFNB2_EPHB2,KIRC,9.32,0.0,0.0,0.0,16.7,12.82,2.65,33.91,21.47,34.52,2.83,97.67,0.0,61.83,157.95
EFNB2_EPHB2,KIRP,11.63,0.68,2.42,8.4,49.08,9.71,2.42,23.5,24.94,3.56,3.98,14.15,2.57,15.02,94.22
EFNB2_EPHB2,LGG,1.69,2.75,29.87,3.17,5.99,13.01,3.61,46.98,32.02,10.86,5.2,56.43,20.36,38.46,146.72
EFNB2_EPHB2,LIHC,1.18,0.85,5.46,6.43,8.91,1.49,0.15,0.22,1.38,6.43,1.18,7.57,34.9,48.38,15.65
EFNB2_EPHB2,LUAD,3.95,2.5,37.98,4.0,14.21,22.17,1.31,29.06,11.77,15.19,8.88,134.88,15.38,54.63,246.9
EFNB2_EPHB2,LUSC,9.11,2.44,35.51,6.68,28.61,18.95,1.46,27.59,8.3,14.55,10.45,152.08,10.68,45.73,332.55
EFNB2_EPHB2,MEDIAN,,,,7.59,20.11,,,,12.41,,,,14.36,,
EFNB2_EPHB2,OV,9.76,6.8,98.51,8.31,31.03,3.42,5.35,18.28,2.29,14.48,25.41,367.95,12.33,46.05,799.08
EFNB2_EPHB2,PAAD,19.01,1.76,28.35,6.5,40.12,9.07,7.87,71.4,13.87,16.11,10.86,174.98,5.51,34.0,514.64
EFNB2_EPHB2,PRAD,15.69,0.37,4.83,6.87,36.2,13.24,1.35,17.88,21.14,13.03,1.95,25.44,5.71,30.08,84.58
EFNB2_EPHB2,SKCM,2.33,0.22,0.95,1.32,29.19,2.34,1.99,4.66,12.14,4.39,4.8,21.07,2.47,54.88,38.4
EFNB2_EPHB2,STAD,18.48,19.87,305.17,36.51,17.31,10.88,1.33,14.42,1.43,15.36,9.42,144.72,30.35,14.39,1005.52
EFNB2_EPHB2,THCA,7.07,3.85,34.68,15.84,20.12,5.33,5.88,31.35,18.24,9.0,4.9,44.07,20.17,25.63,171.93
EFNB2_EPHB2,UCEC,7.41,5.08,36.46,32.03,11.07,13.06,1.36,17.78,15.13,7.18,1.76,12.6,31.04,10.73,117.47
EFNB2_EPHB3,BLCA,7.25,4.48,58.64,13.1,19.64,6.79,3.0,20.38,8.21,13.08,6.72,87.88,23.63,35.41,248.14
EFNB2_EPHB3,BRCA,4.51,18.36,222.71,11.29,8.15,13.0,15.95,207.39,28.28,12.13,13.26,160.82,30.36,21.93,733.45
EFNB2_EPHB3,CESC,6.73,12.78,129.69,13.86,22.44,6.81,8.19,55.79,8.99,10.15,20.69,209.93,20.89,33.82,620.72
EFNB2_EPHB3,CRC,22.07,72.21,2305.5,31.64,6.14,28.29,13.48,381.4,7.57,31.93,14.01,447.31,45.77,8.88,5037.35
EFNB2_EPHB3,ESCA,20.65,27.77,470.73,40.62,10.82,9.09,9.86,89.65,6.35,16.95,7.4,125.35,33.33,8.88,1412.16
EFNB2_EPHB3,GBM,9.43,16.78,197.0,37.41,2.18,13.01,3.62,47.11,11.14,11.74,0.98,11.47,46.57,2.71,423.06
EFNB2_EPHB3,HNSC,11.86,17.28,297.29,15.25,20.03,8.26,22.01,181.7,13.52,17.2,22.7,390.62,22.13,29.07,1343.68
EFNB2_EPHB3,KIRC,9.32,0.88,30.43,5.86,10.31,12.82,2.62,33.59,23.94,34.52,1.55,53.59,21.69,38.2,140.3
EFNB2_EPHB3,KIRP,11.63,0.15,0.53,3.73,22.22,9.71,3.16,30.65,66.11,3.56,0.89,3.15,1.14,6.8,46.36
EFNB2_EPHB3,LGG,1.69,12.22,132.68,9.18,1.48,13.01,3.62,47.11,20.92,10.86,1.97,21.43,58.91,9.52,225.23
EFNB2_EPHB3,LIHC,1.18,0.11,0.74,1.25,13.74,1.49,0.27,0.4,3.65,6.43,1.26,8.08,6.79,74.57,10.83
EFNB2_EPHB3,LUAD,3.95,8.97,136.27,10.57,6.05,22.17,2.95,65.42,19.5,15.19,5.14,78.05,40.62,23.26,335.51
EFNB2_EPHB3,LUSC,9.11,36.7,534.09,29.02,7.4,18.95,3.27,61.99,5.38,14.55,9.36,136.23,46.37,11.83,1151.72
EFNB2_EPHB3,MEDIAN,,,,17.18,11.16,,,,10.11,,,,29.47,,
EFNB2_EPHB3,OV,9.76,11.57,167.46,19.26,19.18,3.42,7.77,26.54,4.53,14.48,11.52,166.79,28.58,28.46,586.03
EFNB2_EPHB3,PAAD,19.01,10.96,176.59,33.72,18.45,9.07,2.45,22.26,3.6,16.11,6.0,96.62,28.58,15.64,617.82
EFNB2_EPHB3,PRAD,15.69,9.68,126.17,19.11,28.03,13.24,8.21,108.67,13.68,13.03,14.2,185.05,15.88,23.29,794.45
EFNB2_EPHB3,SKCM,2.33,5.91,25.92,20.49,11.08,2.34,2.61,6.11,9.09,4.39,3.19,14.01,38.52,20.83,67.28
EFNB2_EPHB3,STAD,18.48,16.68,256.21,36.99,11.24,10.88,8.95,97.34,11.68,15.36,5.07,77.88,30.74,9.35,833.36
EFNB2_EPHB3,THCA,7.07,1.23,11.08,5.01,38.22,5.33,0.55,2.94,1.69,9.0,9.39,84.56,6.38,48.69,173.66
EFNB2_EPHB3,UCEC,7.41,21.07,151.26,35.2,3.65,13.06,7.98,104.24,23.51,7.18,2.19,15.69,34.11,3.54,443.46
EFNB2_EPHB4,BLCA,7.25,17.59,230.14,13.55,18.23,6.79,15.11,102.61,10.9,13.08,23.66,309.5,24.44,32.87,941.48
EFNB2_EPHB4,BRCA,4.51,27.38,332.1,8.8,10.7,13.0,30.27,393.58,28.05,12.13,33.3,403.86,23.67,28.78,1403.06
EFNB2_EPHB4,CESC,6.73,26.23,266.17,14.31,13.5,6.81,54.86,373.66,30.27,10.15,24.76,251.21,21.56,20.35,1234.29
EFNB2_EPHB4,CRC,22.07,40.19,1283.22,18.51,18.12,28.29,17.59,497.7,10.39,31.93,39.34,1255.97,26.78,26.21,4792.34
EFNB2_EPHB4,ESCA,20.65,53.63,908.94,39.21,13.24,9.09,13.99,127.19,4.5,16.95,18.11,306.88,32.18,10.86,2824.68
EFNB2_EPHB4,GBM,9.43,10.9,127.9,25.16,17.1,13.01,1.61,20.96,5.13,11.74,7.41,86.94,31.32,21.29,408.4
EFNB2_EPHB4,HNSC,11.86,44.77,770.16,24.45,13.55,8.26,18.01,148.67,6.85,17.2,24.81,426.79,35.48,19.66,2170.5
EFNB2_EPHB4,KIRC,9.32,9.4,324.45,5.54,11.87,12.82,22.33,286.25,18.1,34.52,20.14,695.35,20.52,43.97,1581.42
