sample,ILC_LumA_T,IDC_LumB_T,IDC_LumA_T,IDC_Basal_T,IDC_Her2_T
FUT3,-1.6172,-0.9686,-1.2481,1.7009,2.369
LBX1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PRDX2,7.7392,7.9432,7.8768,7.6039,7.7977
RTN4R,1.3166,1.0398,0.8766,1.9712,1.3472
PAG1,0.346,0.288,-0.0351,0.6517,0.2998
TMEM198,0.2582,0.614,0.5519,0.5859,0.6608
TCF20,3.245,3.2549,3.0902,3.9792,3.3058
CNPY3,5.3181,5.2618,5.1506,5.4233,5.1157
SHMT1,3.807,3.6686,3.543,3.4945,3.4142
PLVAP,5.8976,4.988,5.412,5.0308,5.3229
FASTKD2,3.5578,3.7258,3.6078,3.7335,3.6832
SH3BGRL2,2.0288,1.524,1.9245,0.9038,1.2606
OR1A1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ABCA8,1.5998,-1.3005,0.184,-1.685,-1.4113
RAPGEFL1,1.7031,2.2798,2.0254,1.3167,0.7648
SRSF3,7.5298,7.6879,7.4869,7.803,7.6292
DLX3,0.3111,-0.2936,0.1965,0.4125,0.6517
ZNF548,2.8055,2.4973,2.6394,2.1894,2.2297
TRAP1,5.4308,5.9106,5.6171,5.7434,5.4514
GPR85,-0.6873,-1.165,-0.5758,-0.7108,-0.7227
OPN4,-5.0116,-6.5064,-5.5735,-6.5064,-6.5064
KLHL25,1.6466,1.544,1.5926,1.6093,1.5241
ZNF462,0.8082,0.3629,0.3288,2.4518,0.158
MTO1,3.3744,3.3542,3.2572,3.4894,3.4061
MARCH3,2.2391,1.8464,2.029,2.0707,1.3705
ZNF207,5.9698,6.1952,6.1108,6.0885,6.0397
CACNG7,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
HGF,1.305,0.288,0.804,-0.4719,0.209
RIPK1,3.74,3.6628,3.721,3.4984,3.7783
TEX13C,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MRPL44,4.1462,4.2316,4.1454,4.1178,4.408
PEX12,2.1638,2.2857,2.4518,1.2209,1.6762
TMEM150A,3.7378,3.6765,3.7698,3.38,3.8807
H2AFY2,3.4568,2.6794,3.1994,4.3442,4.0004
PIGV,3.322,3.293,3.5393,2.6278,2.9394
PCNX3,4.018,3.9521,3.9222,4.0575,3.9631
MAB21L3,-5.0116,-4.6082,-4.2934,-5.5735,-3.3147
SNAPC5,4.287,4.3576,4.3241,4.166,4.2527
OR2A42,-6.04,-5.0116,-5.2926,-6.5064,-4.8099
BOLL,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
MED15,4.7661,4.3426,4.5044,4.7296,4.6652
PRH1,0.3288,-0.5864,-0.2328,0.3346,-0.4848
MAPK1,4.6876,4.989,4.6854,4.6781,4.897
ATP8B4,0.4761,-0.3383,0.051,0.1519,-0.5543
RSPH10B,-3.816,-4.035,-3.816,-3.6259,-3.9255
LRWD1,3.2189,3.2374,3.1245,3.3703,3.1978
MAP2K5,3.229,2.8955,3.0936,2.7029,2.636
PFKP,3.8,3.8105,3.4641,5.671,4.9538
CPT1B,3.4713,3.0225,3.0181,2.8799,2.6525
IRX5,4.6724,4.7737,4.795,3.5971,4.2075
SLC16A5,2.8178,2.2436,2.4265,1.3454,1.3592
EYS,-4.035,-4.035,-4.035,-5.0116,-3.458
ALG14,1.5998,1.4808,1.5114,1.2209,1.3108
HIGD2A,6.7424,6.511,6.5416,6.3976,6.5345
ERI2,3.623,3.9548,3.8156,2.7679,3.3931
MLYCD,0.605,0.4447,0.6002,0.5271,0.5519
EPHA10,0.7493,0.522,0.6835,-0.394,-0.4526
F3,3.7269,1.9188,2.946,2.3953,2.6137
RNF121,3.9622,4.0674,3.964,4.0645,4.0456
REXO1,3.5784,3.1262,3.2602,3.3703,3.1813
FOXN4,-5.5735,-5.0116,-5.5735,-5.5735,-5.5735
NHLRC1,1.1897,1.0881,1.1016,1.5709,1.4118
ASL,4.3583,4.1211,4.09,3.7919,4.0532
RPS6KC1,3.2744,3.4654,3.1482,3.0876,2.959
GEM,4.6736,2.7678,3.4894,2.93,2.7194
MICA,3.504,3.3212,3.3322,3.154,3.5716
SLC36A2,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
ROBO4,2.773,1.5973,2.1508,1.7744,1.9072
OLA1,6.3066,6.4224,6.5456,6.568,6.516
HFE,2.7646,2.5112,2.6278,1.8564,2.0679
CDA,1.5514,0.2881,0.7748,0.5666,0.45
STOML1,2.9516,2.6612,2.7562,2.5511,2.5275
OR1S2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
GPATCH2L,2.4438,2.4306,2.4727,2.1734,2.328
IGFL1,-2.6349,-3.6259,-1.1488,-1.3921,-1.8836
C12orf43,2.9756,2.96,2.872,2.4701,2.7204
SH2D5,-4.6082,-5.5735,-5.0116,-3.816,-4.8099
SRBD1,2.739,2.7742,2.8148,2.4779,2.9514
FAM169A,-1.1492,-1.2485,-1.071,-2.0529,-2.2113
GPRC5D,-1.2312,-1.5314,-1.6394,-1.3548,-1.0862
HMGCS1,4.1302,4.5916,4.3938,4.5398,5.0706
VAV2,3.5399,3.6202,3.6125,3.4648,3.8223
DDX17,6.9078,6.6146,6.7088,6.4217,6.3351
ACER3,1.8956,2.1296,2.0004,2.2391,2.4622
OR6S1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SEC61A2,1.9638,2.4049,2.0254,2.3106,2.0776
KCNN2,-1.2481,-1.0262,-0.9971,-1.4699,-0.8339
MPV17L,2.7626,2.7084,2.8984,0.044,2.2247
SMPDL3B,2.8621,2.7336,3.1358,3.9965,2.8916
ALG2,4.3957,4.5208,4.5274,4.1986,4.4472
EVI2B,3.4504,3.0252,2.9938,3.2374,3.2892
MEX3C,3.7598,3.7678,3.8551,4.2266,3.606
SPATA32,-3.3828,-3.6259,-3.816,-3.458,-4.035
PURB,3.1994,3.5034,3.3584,3.2826,3.3908
M6PR,6.0413,6.1086,6.0298,6.1948,6.0372
GOPC,3.3904,3.3577,3.468,3.5461,3.3958
SLC24A4,-3.816,-4.2934,-4.6082,-4.035,-3.816
TPI1,8.1292,8.642,8.228,9.2203,8.8355
MTMR1,3.2736,3.4849,3.378,3.4344,3.269
TRMT1L,3.1653,3.347,3.3278,2.8502,3.0961
SLITRK1,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658
SRMS,0.7013,0.2998,0.4813,-3.0469,0.3738
DUT,5.6804,5.8261,5.6144,5.7634,5.557
ARSB,1.5536,1.7403,1.7251,2.05,2.0236
PMS2,2.6429,2.7454,2.7194,2.4831,2.545
ARHGEF19,3.5318,3.3966,3.3342,4.1119,3.1474
KLHDC8A,-1.3921,-1.9108,-1.3734,-0.9971,-1.3941
ERC1,3.0791,2.9375,3.0332,2.9562,2.7081
HFE2,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
TSPOAP1,3.2556,2.7226,2.852,2.4883,1.7588
CLIP1,4.1852,4.359,4.4273,4.2025,4.383
DPH6,2.6476,3.208,2.9413,2.7444,2.7784
ALK,-3.816,-4.2934,-4.2934,-3.1714,-3.542
OR8K1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
OTOGL,-3.816,-4.035,-3.6259,-4.035,-3.3828
TAF13,4.5537,4.8276,4.7316,5.0054,4.939
ZNF354C,0.4124,0.1902,0.24,0.1257,-0.2082
DHRS3,4.7908,4.2799,4.448,4.7991,4.3566
ZNF569,1.1865,1.3254,1.2905,1.1184,1.2422
ACTG2,2.8371,1.8302,3.6294,3.7313,2.7264
ZNF823,2.4675,2.1622,2.3494,1.4011,2.0395
CERS5,4.9175,4.7393,4.8617,4.4996,4.5536
NANOS1,0.5568,1.3482,0.6377,1.9601,2.59
CNTF,-2.3884,-1.7086,-2.0834,-2.114,-2.114
UBE2E2,3.9677,3.9705,3.9346,4.8485,4.2578
ITGB7,1.412,1.3763,0.8448,2.2513,1.4146
RDM1,-0.6529,0.6744,-0.2934,0.1124,-0.3752
RABAC1,6.9004,6.4734,6.571,6.5632,6.4008
RAB38,2.345,2.4412,2.315,1.7575,1.1928
PIAS2,2.5138,2.7476,2.6196,2.7951,2.355
RANBP3,4.9672,4.8278,4.8861,4.7866,4.5922
CH25H,1.1833,-0.6529,0.1322,-0.3752,-0.0577
FSIP1,1.915,2.5598,2.8789,-3.3076,-0.7346
PLEKHJ1,4.9864,4.8032,4.7094,4.9528,4.8878
PPDPF,8.7905,8.6857,8.713,8.1778,8.633
CAPN13,4.1336,3.9184,3.9996,-0.3201,4.2431
DEFB123,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SUGP1,4.5662,4.0914,4.1848,4.1094,4.0462
SEC61G,7.031,7.6336,7.234,7.7269,7.7386
ADH6,-4.6082,-5.5735,-4.6082,-3.816,-5.0116
GALNT5,1.105,0.3962,0.9716,-1.2481,0.2996
MTNR1A,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
PREB,5.1752,5.4354,5.2299,5.5611,5.4354
TXLNB,0.4708,0.282,0.3907,-0.8863,-0.2697
ASMT,-3.1714,-4.035,-3.458,-4.2934,-3.816
CHM,2.676,2.727,2.7752,2.1734,2.4008
HMGN3,5.8402,5.7518,5.5454,6.3533,5.9538
SCO1,3.4563,3.5851,3.523,3.5839,3.378
PPM1G,5.6081,5.9229,5.7155,6.3915,6.052
DDN,-5.5735,-4.4508,-5.0116,-1.8836,-3.9255
LRRC4B,-1.4902,-3.6259,-2.6349,-3.6259,-3.458
PROSER3,2.9013,3.0038,2.7721,2.7205,2.584
GOLGA3,3.66,3.681,3.6657,3.5669,3.8253
NSF,4.1915,4.735,4.5608,3.8421,4.1894
FAM96B,5.5367,5.8649,5.5202,6.1037,5.9889
SMIM5,-0.9546,-1.1811,-1.3548,-0.7108,-0.699
OR6X1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SLC43A3,4.3107,4.197,4.0349,5.7538,4.2296
RBM41,2.0844,2.2237,2.123,1.9638,2.2753
KRAS,3.4324,3.5827,3.5472,3.4648,3.6
USP32,3.6793,3.9989,3.963,3.4804,3.8856
RNF43,2.793,2.7073,2.6771,1.3846,2.8189
SH3YL1,5.3212,5.1414,5.118,5.3459,5.1841
NAT8B,-2.114,-2.5069,-2.5479,-2.3147,-1.685
C6orf222,-6.5064,-8.2361,-6.5064,-9.9658,-9.9658
PSMC6,5.5364,5.9185,5.7025,5.3751,5.8848
SLC35A5,3.8778,4.0683,3.9714,3.6669,3.8531
FAM53C,3.6107,3.5312,3.5694,3.644,3.549
CYLC1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RNF148,-3.0469,-3.458,-2.9324,-4.035,-1.9942
SMIM8,1.6164,1.6304,1.5038,2.118,1.4908
OR1Q1,-9.9658,-9.9658,-9.9658,-9.9658,-8.2361
OR51F1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SPATA31A7,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
B4GALT7,4.1554,3.8516,3.9737,3.5851,3.7242
LGALS9B,-1.697,-3.1772,-2.4659,-5.0116,-2.7768
GABBR2,-6.5064,-6.5064,-6.5064,-0.394,-5.5735
SLC35B2,4.9612,5.1988,5.0646,5.4175,5.2261
WDR11,4.0126,3.8294,3.8254,3.4304,3.7394
TAAR5,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PNCK,-0.3661,-0.3849,-0.1504,-0.5332,-0.7868
SOAT1,2.7678,3.0019,2.8592,3.3521,3.0416
BTBD3,2.9214,3.1128,2.9618,3.87,3.0523
MAGEC2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SLC46A2,-2.5479,-2.7768,-2.6349,-3.6259,-2.9896
NDUFB7,7.167,6.7796,6.7896,7.0032,6.9169
SURF2,4.0493,4.1056,3.8793,4.1555,4.1248
CLDN12,4.0449,4.0562,4.0904,3.3703,3.504
DMD,1.4988,-0.0877,0.688,2.1444,0.4124
PAICS,5.3056,6.1678,5.7506,6.0601,5.9161
PRDM15,1.125,1.0151,0.8804,1.177,1.0881
PCNT,3.107,3.0866,2.8878,3.4129,3.1178
RD3,-4.2934,-6.5064,-5.5735,-9.9658,-6.5064
ZNF223,1.4834,1.1896,1.379,0.8246,1.1928
CC2D2B,-3.3076,-4.2934,-4.035,-4.6082,-4.4508
SUPT4H1,5.9386,6.15,6.0205,5.8043,6.0368
LRRC3B,-3.6259,-5.5735,-4.6082,-5.5735,-6.5064
EEF1A1,12.7526,12.126,12.4748,12.4911,12.1603
CASC4,5.247,5.4216,5.46,4.5236,5.0323
FAM101A,0.1708,-0.2159,0.3571,1.5514,0.9076
NPR1,1.7702,0.0786,0.7998,0.6608,0.4336
ATG3,4.8316,5.087,4.8317,5.1895,4.9964
BIVM,2.2466,2.3164,2.2901,2.5876,2.2314
KCNJ9,-6.5064,-6.5064,-6.5064,-5.5735,-6.5064
TMEM47,2.622,1.7574,2.4649,2.2663,2.0002
CCER2,-1.6622,-3.0469,-2.9324,-2.7274,-3.0469
GBP3,4.1372,3.7678,4.1036,3.4371,3.8511
RPL18,10.6157,10.0528,10.2424,10.3452,10.0362
SLC36A3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DSG1,-3.0469,-6.5064,-4.2934,-2.1779,-5.5735
FBRS,5.1102,4.8417,5.1165,4.6977,4.8056
TEX264,5.6996,5.6606,5.7289,5.0264,5.2691
CAPN1,6.219,6.0409,6.2593,6.4572,6.2844
LRBA,5.1007,5.3031,5.3318,3.8147,4.7255
ADO,3.0766,3.1868,3.1612,3.0808,3.0969
OR2L8,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FAM133B,3.7982,3.8939,3.7416,3.7072,3.6312
BRD8,4.7618,4.7175,4.6,3.9847,4.2188
AP2S1,6.5986,6.7938,6.6438,6.7637,7.0074
NABP1,2.6486,2.2345,2.167,3.242,2.8055
MS4A12,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ATP6V1F,7.1061,7.3224,7.0952,7.5475,7.2776
AMFR,5.8851,6.0766,6.324,5.1595,5.582
RBPMS2,1.0114,0.4016,0.5907,0.5763,0.4233
BARX1,-2.6349,-3.816,-3.1714,-1.5951,-2.1838
ABCG5,-5.5735,-5.0116,-5.5735,-5.5735,-5.2926
KDM2A,5.1156,5.1553,5.1182,5.1583,5.1885
CHML,1.9932,2.4184,1.9527,2.9432,2.5572
OR5M1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
GOLGA6L9,0.037,-0.2159,-0.2671,0.2998,-0.2936
POC5,2.93,2.9966,2.9013,2.043,2.5852
ARMS2,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735
NEUROG2,-5.2926,-6.5064,-6.5064,-6.5064,-6.5064
ZNF649,2.4399,2.091,2.3366,2.2144,2.727
SH3BGRL3,6.8916,6.8442,6.8958,7.5062,7.1791
PRSS27,0.9229,0.7146,0.6144,2.2783,1.2719
SNX5,5.8522,6.1301,5.818,6.0184,6.0691
RBM34,5.5523,5.6763,5.521,6.1653,5.55
CCDC179,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
C1orf204,-0.0954,-0.9686,-0.6529,-0.1665,-1.3201
BHMT,-3.816,-5.5735,-4.6082,-5.5735,-5.5735
CLDN22,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SEPT14,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064
ARHGAP27,3.1212,2.5755,2.6243,3.2959,2.966
VHLL,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SLC9A9,1.3538,0.4179,0.6969,0.8726,0.732
TAF5,0.512,0.9306,0.5859,1.4547,0.8526
BHLHE41,3.8784,2.5935,3.3834,3.2389,3.2034
ADAT3,0.6285,-0.2758,0.2216,0.3573,0.3056
PTK2B,3.357,2.7325,2.909,2.8482,2.8209
EVA1C,4.0556,2.9552,3.6422,3.9137,3.1962
GTF2H5,2.0182,2.1638,2.2066,2.0395,2.1063
LDLRAD3,3.9982,4.0855,4.66,3.8973,3.2686
MAP4K4,4.1632,4.0527,4.122,4.9905,4.6423
MTHFD1L,2.2693,2.3926,2.2314,4.1409,2.7149
ERF,4.641,4.1002,4.3096,4.4673,4.1198
FSTL3,3.8764,3.1653,3.5724,2.2872,3.2435
IQCA1L,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FAM86B2,-1.7566,-2.146,-2.0834,-1.9379,-2.3903
SLC25A12,3.5941,3.042,3.2722,3.1475,2.866
VRK1,3.0489,3.6254,3.122,4.0251,3.6294
PRELID1,6.6236,6.6502,6.5936,6.8996,6.7678
ZNF367,0.8568,2.0147,1.0043,1.8078,1.6255
ACSM6,-5.5735,-6.5064,-6.5064,-9.9658,-6.5064
PSMD9,5.2682,5.307,5.2516,5.2095,5.407
INSM1,-3.1714,-1.8846,-2.9324,-3.816,-4.8099
MRPS22,4.4716,4.7986,4.6012,4.9901,4.725
LEP,-0.0801,-4.2934,-2.3166,-3.816,-4.6082
YJEFN3,-0.0501,-0.6083,-0.8212,-0.4521,-0.6444
PCMT1,5.5104,5.8746,5.6104,5.6818,5.7864
LRRC27,3.1078,2.7216,3.041,2.2813,2.533
NECTIN2,7.0691,6.929,7.1545,6.0792,6.6416
MATK,0.774,-0.2597,0.0086,0.6517,0.719
ATAT1,2.8055,2.8117,2.6658,3.1844,2.6768
OVOL1,2.0076,2.0962,2.159,1.8484,1.9053
RAB24,4.419,3.9995,4.0536,3.7646,4.1704
DISP2,-0.598,-0.216,-0.1587,-0.8599,-0.7238
TMEM261,4.6678,4.5775,4.6139,5.1819,4.505
RAB5B,6.0428,6.2326,6.2637,5.4542,6.1297
EMG1,4.0566,4.3477,4.193,4.7458,3.9274
COMMD9,5.3841,5.4031,5.4142,5.4108,5.335
GSX1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IL36B,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TDRD10,-0.6304,-2.7274,-1.9942,-2.6349,-2.0529
NIPSNAP1,5.1716,5.2937,5.1115,5.4094,5.4808
ARL6IP6,3.4543,3.8852,3.5694,3.927,3.5072
KCNG1,-1.8314,-3.1714,-2.2797,2.2723,0.4232
OR5P3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TBC1D23,3.5863,3.81,3.6691,3.927,3.594
SUSD6,4.5538,4.178,4.5218,3.6827,4.1852
TMEM25,4.8582,4.4993,4.9227,3.3364,3.945
SCD5,2.2663,1.2576,1.8444,2.0946,1.2661
PRRG3,-2.4272,-3.9255,-3.0469,-3.6259,-3.721
GXYLT2,2.8053,1.8321,2.6726,1.7316,2.1411
AIM1L,-0.5332,-0.5125,-0.9132,0.2998,-0.0726
HCN4,-6.5064,-6.5064,-6.5064,-5.5735,-5.0116
FBXL21,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PDCD7,3.0384,2.9673,3.0163,3.1311,2.8024
STRN3,3.5596,3.833,3.7986,2.8014,3.6452
CBX6,3.619,2.8422,3.1028,2.872,2.8074
NAA20,5.9842,6.4089,6.202,6.0726,6.1636
PCGF1,3.952,4.0798,3.9289,4.2943,3.9869
UBE2R2,4.6326,4.6297,4.67,4.7677,4.5249
NCMAP,-1.1811,-3.0469,-1.9379,0.4657,-2.7274
MOAP1,4.2529,4.1028,4.2072,3.1458,3.7982
GABPB1,3.5547,3.727,3.623,3.6816,3.53
ERICH1,2.9966,2.2298,2.5188,2.8361,2.3788
TOMM7,8.725,8.2523,8.4233,8.3552,8.201
GATS,1.4859,1.3482,1.4808,1.3956,1.071
E2F7,-1.3734,0.3684,-0.9132,0.2522,-0.3942
OR1B1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RD3L,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZNF300,-0.1994,-0.3474,-0.2498,1.2271,-0.112
CTAG2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KRT35,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658
KIR2DL3,-5.0116,-5.0116,-6.5064,-4.2934,-4.2934
FABP9,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FRMD6,4.5154,3.9288,4.4526,3.0706,3.9127
OR2M4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SIGLEC8,0.6002,0.2277,-0.1425,-1.3921,0.3288
IFI35,5.0473,5.2744,4.972,4.3965,4.6274
IGF2R,4.0202,4.0692,4.0842,4.4101,4.4657
PHLPP2,0.745,1.0292,1.1283,0.8883,1.1414
DHX40,4.359,4.6694,4.5736,3.8964,4.4585
PLA2G4B,1.0291,-0.0877,-0.1031,-0.0877,-0.1425
BMP1,3.215,3.0868,3.4311,3.4048,3.372
NTHL1,3.9208,4.1119,4.0024,3.7039,3.4641
RHBDL2,0.8568,0.7832,1.0293,2.4279,1.2514
TMEM119,4.9894,3.2892,3.9543,3.1653,3.664
GLOD5,-0.2078,-0.0725,0.0786,-1.8836,-0.4725
LTBR,5.7442,5.6526,5.7125,6.3343,5.6061
PREX2,0.5018,-0.9546,-0.1665,-1.4699,-0.9417
BCL2L11,3.5193,3.451,3.398,3.1179,3.3924
HTR3D,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DLGAP1,-0.943,-1.6172,-0.7588,0.4016,-3.721
GGPS1,5.5113,5.6352,5.4997,5.1132,5.528
DCAF5,4.2484,4.0444,4.1583,3.3148,4.0956
SPDL1,2.1718,2.982,2.3379,3.0428,2.7292
GAP43,-2.2797,-2.9896,-2.3147,-3.458,-2.5479
RSAD2,2.4345,3.3556,2.7227,3.2766,3.117
CISD2,3.8202,4.4896,4.0383,4.1539,4.0964
ATRN,3.6616,3.7313,3.748,3.4251,3.3004
OMA1,4.0091,4.1012,4.1165,3.7529,3.7088
FITM2,2.2663,2.7529,2.4399,1.1512,2.1764
OR4D11,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PLEKHG3,3.7292,3.1187,3.3661,2.9784,3.2165
SPG7,4.5296,4.3227,4.3111,4.5299,4.366
CYP11B1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
AMHR2,-3.542,-4.6082,-4.2934,-5.5735,-5.0116
LAMP1,7.0246,6.8258,7.0752,7.1409,7.0753
ATOH1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SLC3A1,-3.6259,-4.6082,-4.2934,-4.2934,-3.721
FRAT1,1.614,1.2364,1.4626,0.346,0.9789
TMEM57,3.9332,3.9978,4.058,3.4635,4.0308
UTP14C,3.1781,2.9364,3.1828,2.3479,2.7046
FBLN1,6.7232,5.721,6.2842,5.7793,5.8706
ENTPD2,2.2019,2.6578,2.4238,2.4492,3.2893
KRT85,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
SGPP1,2.1444,2.2282,2.2663,1.8957,2.3826
UGP2,5.772,5.7556,5.7181,6.4728,5.9847
CASKIN2,3.1604,2.8877,2.9993,2.872,2.9296
PPP1R1C,-2.7274,-3.0469,-2.114,-2.9324,-2.8793
RTKN2,0.24,1.0079,0.1388,1.3109,0.9679
CDC42BPB,4.915,4.8397,4.9043,4.2189,4.7757
HCAR1,2.5226,2.6681,2.8808,-0.3022,2.5456
S100PBP,3.1932,3.145,3.1844,3.0393,2.9261
HLA-DQB2,3.0064,2.0153,2.4331,2.7444,2.3564
C1orf50,3.1319,2.9013,3.0611,3.0995,3.085
TIMM21,4.4712,4.5088,4.3872,4.652,4.344
TRIB3,3.8934,4.3804,4.096,3.5535,4.7812
TM2D1,4.8253,4.8892,4.9437,4.5211,4.3986
HN1,6.2691,7.4554,6.7882,7.8628,8.0816
HIST2H3A,-2.0236,-0.565,-1.1172,-1.1172,-0.5232
NKX2-2,-5.0116,-8.2361,-9.9658,-9.9658,-1.0583
KRTAP10-7,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
C8orf58,2.6208,1.7954,2.2708,2.2299,1.6693
LRSAM1,3.4634,3.3257,3.4251,2.8442,3.2549
OR4C11,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CD38,0.0718,0.1711,-0.7836,1.8918,1.105
DUSP3,4.3741,4.314,4.4263,4.0575,4.0028
SCGB1C1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TPRKB,4.967,5.1374,4.9887,5.2858,5.2221
LRCH3,3.345,3.2374,3.2878,3.1749,3.1986
GNAL,0.7013,-0.7711,0.184,0.0014,-0.4035
TSC22D3,6.7884,6.2464,6.4437,4.7587,6.4908
EXOC6B,2.5325,2.4844,2.6441,2.4117,2.5388
TMEM221,-1.8314,-2.2797,-1.685,-3.1714,-2.7274
OR51B5,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RETNLB,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FAM173B,3.2774,3.5473,3.3897,3.0305,3.326
SLC12A4,3.7421,3.0893,3.4687,3.3619,3.3643
METTL14,3.7209,3.722,3.7924,3.1079,3.4274
COQ9,4.347,4.7218,4.4444,5.0023,4.9672
TCF4,4.0392,3.2699,3.6804,2.8076,3.5072
STAT5B,4.2099,3.8157,4.0436,3.6324,3.1923
GLG1,5.0611,4.85,5.0446,5.3927,5.2793
PCDH17,0.4233,0.4179,0.4967,0.2762,0.532
ZNF518B,1.88,2.069,1.9014,2.4753,1.854
FAM104A,3.8121,4.1583,3.9156,3.7971,3.8891
ANKRD13A,3.937,3.8446,3.8521,3.7635,3.8734
CSDE1,7.3974,7.34,7.486,7.6993,7.6179
SCARB2,6.0527,6.161,6.0867,5.4604,6.3469
NAV3,0.2702,-0.8212,0.037,-1.8314,-0.8872
ZC3H15,5.0689,5.2662,5.1357,5.4627,5.4026
GNAT3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DLC1,3.0645,2.1013,2.74,1.8762,1.9188
MILR1,1.9804,1.5782,1.6717,1.674,1.6914
ZNF432,2.0673,1.9264,1.9245,1.4859,2.0356
OR5H2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CBR3,3.2417,2.8739,3.0376,3.9487,4.3274
UHRF1BP1,1.8584,2.3178,2.0395,1.9188,2.0212
DOK1,3.655,3.0376,3.4894,2.4753,2.4436
AFAP1L1,1.768,0.953,1.3791,1.2934,1.1544
UTP4,3.7078,4.1934,3.8876,4.8274,4.3656
RYR1,0.3516,-0.9552,-0.6416,1.7786,-0.2995
UMPS,4.3858,4.5988,4.4003,4.866,4.431
KRTAP2-1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZBED8,1.3311,1.452,1.4174,1.0642,1.2178
BEST4,-2.9324,-3.2395,-2.9896,-3.0469,-3.3828
TIMM17A,5.3564,5.8762,5.4339,5.757,5.5644
KANK1,3.3945,2.612,3.0558,3.9051,2.3648
CDKN3,2.9356,4.5647,3.1491,4.4926,4.4354
TNFRSF10B,3.7132,2.9966,3.4298,3.6532,3.067
BTN2A2,2.4225,2.492,2.3606,2.791,2.3548
SKOR2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IFNA10,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DNASE1L1,4.0636,4.0619,3.992,3.773,3.8862
ITGA5,4.8927,4.6462,5.0434,4.7619,5.062
ZNF205,3.287,2.874,3.0706,2.7763,2.7508
MOSPD2,2.2452,2.3366,2.3437,2.1541,2.2708
BAIAP2L2,-1.7322,-2.2447,-2.2447,0.5955,-1.966
PKP4,5.231,5.0202,5.0356,4.7496,4.6383
SDHAF4,2.506,2.5112,2.5035,2.93,2.6509
KAT7,4.2122,4.4602,4.3726,3.8954,3.9204
JMJD7,2.9637,2.4102,2.7604,1.8683,2.2946
MAF,2.6173,1.9377,2.1394,2.0569,2.2841
NUP62,4.8151,4.8741,4.708,5.1023,4.757
USP28,2.9637,2.9681,3.0181,3.3421,3.3528
