sample,IDC_Her2,IDC_Basal,IDC_LumA,IDC_LumB,ILC_LumA
DTX1,0.8,0.72,0.677,0.508,0.896
FAM222A,0.98,0.72,0.919,0.926,0.906
NKX2-5,0.06,0.449,0.025,0.066,0.066
GEMIN2,1.0,1.0,1.0,1.0,1.0
RBMY1A1,0.0,0.0,0.0,0.0,0.0
TNFRSF13C,0.24,0.364,0.106,0.041,0.179
C19orf84,0.02,0.047,0.0,0.0,0.0
CDCA7,0.82,0.991,0.47,0.672,0.604
ZBTB34,0.94,0.991,0.985,0.975,1.0
HADHB,1.0,1.0,1.0,1.0,1.0
EGR4,0.02,0.037,0.015,0.016,0.047
ZNF114,0.08,0.112,0.04,0.131,0.009
FAM71F1,0.02,0.009,0.0,0.0,0.019
RNASE9,0.0,0.0,0.0,0.0,0.0
DNAL4,1.0,1.0,1.0,1.0,1.0
SCD,1.0,1.0,1.0,1.0,1.0
NEFM,0.0,0.056,0.005,0.0,0.028
MEA1,1.0,1.0,1.0,1.0,1.0
MTRNR2L10,0.0,0.0,0.0,0.0,0.0
LMNB1,1.0,1.0,1.0,1.0,1.0
WDR38,0.06,0.0,0.086,0.074,0.047
NEK4,1.0,1.0,1.0,1.0,1.0
SOCS7,0.98,1.0,0.99,0.975,1.0
HACD4,0.64,0.813,0.879,0.844,0.953
CCL25,0.02,0.093,0.005,0.008,0.0
ACTR6,1.0,1.0,1.0,1.0,1.0
PDCD1,0.36,0.514,0.136,0.246,0.33
FTCD,0.14,0.299,0.025,0.033,0.038
A3GALT2,0.0,0.0,0.0,0.0,0.0
GPR148,0.0,0.0,0.0,0.0,0.0
LINGO2,0.0,0.028,0.0,0.0,0.0
SEPW1,1.0,1.0,1.0,1.0,1.0
TMC2,0.0,0.0,0.0,0.0,0.0
PPIP5K1,1.0,0.991,1.0,1.0,1.0
GTDC1,1.0,1.0,1.0,1.0,1.0
OR4C3,0.0,0.0,0.0,0.0,0.0
DHRS7C,0.0,0.0,0.0,0.0,0.0
WBP1,1.0,1.0,1.0,1.0,1.0
TROVE2,1.0,1.0,1.0,1.0,1.0
ODF4,0.0,0.0,0.0,0.0,0.0
TRIM16,1.0,1.0,1.0,0.992,1.0
ABHD13,1.0,1.0,1.0,1.0,1.0
FAM53B,1.0,1.0,1.0,0.992,1.0
BRINP1,0.1,0.28,0.131,0.123,0.264
SPATC1L,0.9,0.879,0.944,0.934,0.943
HDC,0.2,0.028,0.328,0.246,0.585
POLR2G,1.0,1.0,1.0,1.0,1.0
GLIS3,0.64,0.598,0.763,0.525,0.726
CENPQ,1.0,1.0,1.0,1.0,1.0
NKAPL,0.0,0.019,0.005,0.016,0.0
SCRN2,1.0,1.0,1.0,1.0,1.0
BEND5,0.78,0.664,0.909,0.631,0.991
TMEM179,0.3,0.131,0.141,0.197,0.038
USP25,1.0,1.0,1.0,1.0,1.0
LARP1B,1.0,1.0,1.0,1.0,1.0
MCIDAS,0.38,0.019,0.374,0.443,0.396
NUCB1,1.0,1.0,1.0,1.0,1.0
PTPN21,0.96,0.925,0.97,0.836,1.0
RPL34,1.0,1.0,1.0,1.0,1.0
CLEC2A,0.0,0.0,0.005,0.0,0.009
TBC1D5,1.0,1.0,1.0,1.0,1.0
LIPA,1.0,1.0,1.0,1.0,1.0
WNT3A,0.04,0.0,0.015,0.066,0.0
KCNF1,0.14,0.196,0.646,0.549,0.415
TAS2R4,0.0,0.0,0.005,0.0,0.009
HIF3A,0.0,0.215,0.025,0.016,0.132
CCDC93,1.0,1.0,1.0,1.0,1.0
EXD3,1.0,1.0,1.0,0.992,1.0
RBM28,1.0,1.0,1.0,1.0,1.0
TBC1D14,1.0,1.0,1.0,1.0,1.0
FBXO47,0.02,0.0,0.0,0.0,0.0
ADAMTS7,0.74,0.729,0.778,0.639,0.745
IFT172,1.0,1.0,1.0,1.0,1.0
SKAP1,0.88,0.879,0.975,0.959,0.981
INPP5K,1.0,1.0,1.0,0.992,1.0
FNDC5,0.14,0.252,0.409,0.254,0.491
C9orf142,1.0,1.0,1.0,1.0,1.0
LANCL1,1.0,1.0,1.0,1.0,1.0
SBDS,1.0,1.0,1.0,1.0,1.0
HAL,0.08,0.028,0.04,0.074,0.019
CXCL16,1.0,1.0,1.0,1.0,1.0
FUT2,0.66,0.813,0.874,0.844,0.906
NONO,1.0,1.0,1.0,1.0,1.0
CHIT1,0.6,0.589,0.586,0.533,0.726
LRRC73,0.32,0.103,0.556,0.516,0.509
ZNRF3,0.88,0.916,0.939,0.967,0.887
IFT57,1.0,1.0,1.0,1.0,1.0
RNF151,0.0,0.0,0.0,0.0,0.0
OR13C4,0.0,0.0,0.0,0.0,0.0
TMEM51,1.0,1.0,1.0,1.0,1.0
C17orf105,0.0,0.0,0.0,0.0,0.0
EVA1A,0.98,0.972,0.97,0.918,0.991
C6orf223,0.3,0.187,0.01,0.025,0.019
NSUN5,1.0,1.0,1.0,1.0,1.0
RFESD,0.9,0.869,0.859,0.926,0.821
PWP1,1.0,1.0,1.0,1.0,1.0
GCHFR,1.0,1.0,0.995,1.0,1.0
ALG1L,0.6,0.514,0.434,0.672,0.292
BTN3A1,1.0,1.0,1.0,1.0,1.0
VTI1B,1.0,1.0,1.0,1.0,1.0
TRMT11,0.98,1.0,1.0,1.0,1.0
SWI5,1.0,1.0,1.0,1.0,1.0
ATP2B3,0.02,0.0,0.005,0.008,0.0
CREB5,0.4,0.776,0.424,0.197,0.604
SSH1,0.98,0.991,1.0,0.992,1.0
RASEF,0.98,0.916,1.0,0.984,1.0
ERICH2,0.48,0.458,0.727,0.615,0.783
PRY,0.0,0.0,0.0,0.0,0.0
SEMA4F,0.9,0.991,1.0,1.0,1.0
RASSF1,1.0,1.0,1.0,1.0,1.0
MED22,1.0,1.0,1.0,1.0,1.0
ZNF322,1.0,1.0,1.0,1.0,1.0
FAM150B,0.02,0.439,0.051,0.0,0.132
LRRC37B,0.98,1.0,1.0,1.0,1.0
KCNC1,0.0,0.0,0.045,0.082,0.019
SLC10A4,0.0,0.037,0.0,0.0,0.009
F2RL1,0.96,0.869,0.949,0.893,0.981
NMS,0.0,0.0,0.0,0.0,0.0
FGFR1,1.0,1.0,1.0,1.0,1.0
CCDC69,0.94,0.888,0.985,0.967,1.0
CKAP2L,0.98,0.981,0.808,0.984,0.632
UBAP2L,1.0,1.0,1.0,1.0,1.0
ACCS,0.98,0.991,1.0,0.992,1.0
C1GALT1,0.96,0.991,0.985,0.984,0.991
FEM1C,1.0,1.0,1.0,1.0,0.991
TFPI2,0.42,0.579,0.621,0.508,0.783
MRC1,0.72,0.664,0.495,0.525,0.717
MAPK13,1.0,1.0,1.0,1.0,1.0
TRADD,1.0,1.0,1.0,1.0,1.0
PCDH1,1.0,1.0,1.0,1.0,1.0
UHRF1BP1L,1.0,0.991,1.0,1.0,1.0
TRIM43,0.04,0.187,0.0,0.0,0.0
CFTR,0.1,0.056,0.02,0.025,0.038
USP17L21,0.0,0.0,0.0,0.0,0.0
HRAS,1.0,1.0,1.0,1.0,1.0
IFIT1,1.0,1.0,1.0,1.0,1.0
PRDM6,0.24,0.009,0.263,0.197,0.33
RASSF5,1.0,1.0,0.995,0.975,1.0
SLC30A2,0.38,0.103,0.162,0.254,0.217
LRRC8D,1.0,1.0,1.0,1.0,1.0
CLSPN,0.94,0.916,0.727,0.943,0.547
C11orf21,0.12,0.103,0.035,0.041,0.179
RYR2,0.06,0.15,0.015,0.016,0.038
PAX4,0.0,0.0,0.0,0.0,0.0
TAS2R8,0.0,0.0,0.0,0.0,0.0
LDLR,1.0,1.0,1.0,0.992,1.0
BOK,1.0,0.991,1.0,0.984,1.0
SYNDIG1L,0.02,0.009,0.0,0.0,0.0
PRR3,1.0,1.0,1.0,1.0,1.0
FAM204A,1.0,1.0,1.0,1.0,1.0
ZNF835,0.2,0.159,0.217,0.27,0.321
RASGRP1,0.56,0.85,0.788,0.754,0.764
CCDC80,1.0,0.991,1.0,0.992,1.0
NOP2,1.0,1.0,1.0,1.0,1.0
ACBD7,0.14,0.542,0.101,0.311,0.057
SLC39A5,0.0,0.0,0.0,0.008,0.009
DXO,1.0,1.0,1.0,1.0,1.0
NF1,1.0,0.991,1.0,1.0,1.0
KLRD1,0.6,0.636,0.384,0.451,0.425
AP1G1,1.0,1.0,1.0,1.0,1.0
IFNE,0.0,0.0,0.0,0.0,0.0
SERPINA3,0.92,1.0,1.0,1.0,1.0
LRRN2,0.86,0.888,0.995,0.951,0.962
RSL1D1,1.0,1.0,1.0,1.0,1.0
DGKB,0.02,0.0,0.0,0.0,0.0
DHX32,1.0,1.0,1.0,1.0,1.0
FBL,1.0,1.0,1.0,1.0,1.0
RNASE6,1.0,1.0,1.0,1.0,1.0
BST2,1.0,1.0,1.0,1.0,1.0
KRTAP19-8,0.0,0.0,0.0,0.0,0.0
HRCT1,0.38,0.869,0.298,0.164,0.679
SRGAP1,0.9,0.794,0.965,0.91,0.943
MKKS,1.0,1.0,1.0,1.0,1.0
MUC16,0.3,0.813,0.232,0.27,0.302
MIEF1,1.0,1.0,1.0,1.0,1.0
DDAH2,1.0,1.0,1.0,1.0,1.0
CSNK1G3,1.0,1.0,1.0,1.0,1.0
CSTB,1.0,1.0,1.0,1.0,1.0
SPARC,1.0,1.0,1.0,1.0,1.0
ZMYM2,1.0,1.0,1.0,1.0,1.0
USP17L1,0.0,0.0,0.0,0.0,0.0
EVL,1.0,1.0,1.0,1.0,1.0
PGPEP1L,0.02,0.112,0.0,0.008,0.0
PDK4,0.82,0.804,0.99,0.902,1.0
PNLDC1,0.14,0.196,0.04,0.033,0.028
STRN,0.98,1.0,1.0,1.0,1.0
OR5P2,0.0,0.0,0.0,0.0,0.0
NTS,0.0,0.065,0.141,0.09,0.057
KLHDC2,1.0,1.0,1.0,1.0,1.0
ENGASE,0.96,0.991,1.0,0.992,1.0
GFRA4,0.0,0.0,0.0,0.0,0.0
CCDC175,0.0,0.0,0.0,0.0,0.019
EIF2AK4,1.0,1.0,1.0,1.0,1.0
MEX3B,0.72,0.766,0.54,0.418,0.708
PIGL,1.0,1.0,1.0,0.992,1.0
MYO15A,0.1,0.084,0.288,0.23,0.387
CRHR2,0.0,0.0,0.0,0.008,0.0
IL21,0.02,0.0,0.0,0.0,0.009
PFKL,1.0,1.0,1.0,1.0,1.0
FUT5,0.0,0.019,0.0,0.0,0.0
PKP1,0.56,0.944,0.535,0.475,0.792
AKAP1,1.0,1.0,1.0,1.0,1.0
ASTL,0.02,0.0,0.056,0.041,0.038
IFT20,1.0,1.0,1.0,1.0,1.0
SGSM1,0.28,0.075,0.202,0.279,0.302
SLIT2,0.82,0.561,0.919,0.803,0.962
CCDC154,0.16,0.112,0.152,0.139,0.283
RBMY1D,0.0,0.0,0.0,0.0,0.0
ACAD10,1.0,1.0,1.0,1.0,1.0
OR2Y1,0.0,0.0,0.0,0.0,0.0
RHBDD2,1.0,1.0,1.0,1.0,1.0
SAP30BP,1.0,1.0,1.0,1.0,1.0
DPYSL2,1.0,1.0,1.0,1.0,1.0
SAC3D1,1.0,1.0,0.995,1.0,0.991
C10orf10,1.0,1.0,1.0,1.0,1.0
EMC1,1.0,1.0,1.0,1.0,1.0
MYB,1.0,0.907,1.0,0.992,1.0
SPATA16,0.0,0.0,0.0,0.0,0.0
MS4A8,0.14,0.0,0.328,0.295,0.358
UFM1,1.0,1.0,1.0,1.0,1.0
RNASE13,0.0,0.0,0.0,0.0,0.0
MRPL49,1.0,1.0,1.0,1.0,1.0
OTOL1,0.0,0.0,0.0,0.0,0.0
SEPT4,1.0,1.0,1.0,1.0,1.0
TLE1,1.0,1.0,1.0,1.0,1.0
MUSTN1,0.14,0.196,0.394,0.156,0.821
DMRTB1,0.0,0.0,0.0,0.0,0.0
IGFBP5,1.0,1.0,1.0,1.0,1.0
RPL28,1.0,1.0,1.0,1.0,1.0
GAGE12J,0.04,0.009,0.01,0.016,0.019
PHF11,1.0,1.0,1.0,1.0,1.0
KRT31,0.0,0.075,0.187,0.123,0.066
MPDU1,1.0,1.0,1.0,1.0,1.0
TPST2,1.0,1.0,1.0,1.0,1.0
KRT5,0.86,0.963,0.894,0.697,0.934
NUP214,1.0,1.0,1.0,1.0,1.0
PRKCSH,1.0,1.0,1.0,1.0,1.0
TMEM45B,0.98,0.187,0.884,0.844,0.934
CEACAM8,0.0,0.0,0.0,0.0,0.0
LIPC,0.06,0.009,0.005,0.016,0.009
CLIC1,1.0,1.0,1.0,1.0,1.0
THSD7B,0.0,0.019,0.02,0.033,0.151
DKK4,0.04,0.047,0.01,0.008,0.028
OR52B6,0.0,0.0,0.005,0.0,0.0
WTIP,0.94,0.953,1.0,0.959,0.991
DEFB4A,0.04,0.065,0.0,0.008,0.0
GEMIN4,1.0,1.0,1.0,1.0,1.0
RAD21,1.0,1.0,1.0,1.0,1.0
TEX19,0.08,0.0,0.025,0.115,0.0
NDUFA7,1.0,1.0,1.0,1.0,1.0
ZNF229,0.6,0.692,0.52,0.574,0.481
C6orf118,0.02,0.009,0.04,0.016,0.0
HPGDS,0.62,0.308,0.859,0.664,0.906
ZSCAN9,1.0,0.981,1.0,0.992,1.0
INHBE,0.0,0.019,0.01,0.016,0.0
TCF24,0.02,0.009,0.01,0.074,0.0
SMARCAD1,0.98,1.0,1.0,1.0,1.0
HSPB11,1.0,1.0,1.0,1.0,1.0
STAT4,0.6,0.607,0.495,0.443,0.708
LY6D,0.32,0.748,0.131,0.057,0.198
TBCCD1,1.0,1.0,1.0,1.0,1.0
CD83,1.0,1.0,1.0,1.0,1.0
ZMYM4,1.0,1.0,1.0,1.0,1.0
SUCLA2,1.0,1.0,1.0,1.0,1.0
BDP1,1.0,1.0,1.0,1.0,1.0
PLK5,0.0,0.0,0.0,0.008,0.0
TMEM249,0.04,0.271,0.071,0.156,0.0
CYP2S1,0.52,0.72,0.697,0.615,0.726
RBM8A,1.0,1.0,1.0,1.0,1.0
ARFGAP2,1.0,1.0,1.0,1.0,1.0
GTF2H2,0.96,0.963,0.99,0.992,0.991
MIER3,1.0,0.991,1.0,1.0,1.0
ERO1A,1.0,1.0,1.0,1.0,1.0
PLEKHB1,0.88,0.991,0.965,0.934,0.972
ARR3,0.0,0.0,0.005,0.0,0.019
TIMM23,1.0,1.0,1.0,1.0,1.0
KRTAP12-1,0.0,0.0,0.0,0.0,0.0
TRIM56,1.0,1.0,1.0,1.0,1.0
MAP4K2,1.0,1.0,1.0,1.0,1.0
APLP1,0.98,0.935,0.949,0.91,0.972
OR2L13,0.0,0.0,0.0,0.008,0.0
KLHL28,0.96,0.879,0.995,0.967,0.991
RNF208,1.0,0.869,0.985,1.0,0.981
AGPS,0.98,1.0,0.995,0.992,0.991
PTPN9,1.0,1.0,1.0,1.0,1.0
TMEM150C,0.94,0.897,0.955,0.893,0.991
SCRT2,0.0,0.019,0.0,0.008,0.0
GFOD1,0.82,0.907,0.833,0.697,0.877
LAMTOR1,1.0,1.0,1.0,1.0,1.0
PGLS,1.0,1.0,1.0,1.0,1.0
FAM105A,0.96,0.953,0.99,0.951,1.0
LMF2,1.0,1.0,1.0,1.0,1.0
ELAVL4,0.02,0.028,0.0,0.025,0.009
LYPLA2,1.0,1.0,1.0,1.0,1.0
COBLL1,1.0,1.0,0.995,1.0,1.0
USP33,1.0,1.0,1.0,1.0,1.0
C7orf26,1.0,1.0,1.0,1.0,1.0
RBM5,1.0,1.0,1.0,1.0,1.0
ZNF431,0.98,0.963,1.0,1.0,1.0
C10orf11,1.0,0.972,0.995,0.992,1.0
PANX3,0.0,0.0,0.0,0.0,0.0
ATF6,1.0,1.0,1.0,1.0,1.0
TECRL,0.0,0.0,0.0,0.0,0.0
SLC25A3,1.0,1.0,1.0,1.0,1.0
MYO10,1.0,1.0,0.995,0.959,1.0
PAPLN,0.92,0.86,0.955,0.828,1.0
ASPDH,0.0,0.0,0.005,0.008,0.0
PRDM13,0.0,0.093,0.0,0.0,0.0
USP44,0.0,0.056,0.0,0.0,0.0
CCZ1B,1.0,1.0,1.0,1.0,1.0
PHYHIPL,0.0,0.047,0.0,0.033,0.0
OR4A16,0.0,0.0,0.0,0.0,0.0
ZNF573,0.74,0.757,0.803,0.861,0.783
CCNH,1.0,1.0,1.0,1.0,1.0
COLGALT1,1.0,1.0,1.0,1.0,1.0
EFCAB11,1.0,1.0,1.0,1.0,1.0
NPIPB11,0.14,0.206,0.106,0.082,0.245
ATP6V1C2,0.58,0.944,0.283,0.377,0.358
IRF8,0.98,0.944,0.975,0.959,0.991
FSD2,0.0,0.0,0.0,0.0,0.0
EPHX3,0.0,0.383,0.086,0.016,0.028
C8G,0.06,0.262,0.03,0.041,0.104
SNCA,0.78,0.804,0.894,0.672,0.991
CALN1,0.0,0.009,0.005,0.008,0.019
NUMB,1.0,1.0,1.0,1.0,1.0
STARD3NL,1.0,1.0,1.0,1.0,1.0
MAN2A1,1.0,1.0,1.0,1.0,1.0
PHF20L1,1.0,1.0,1.0,1.0,1.0
WASF3,0.72,0.841,0.636,0.5,0.783
PRSS38,0.0,0.009,0.0,0.0,0.0
CARD18,0.08,0.065,0.005,0.0,0.028
SLC39A2,0.12,0.364,0.111,0.082,0.189
PRICKLE2,0.94,0.654,0.985,0.926,1.0
NUP43,1.0,1.0,1.0,1.0,1.0
ORC4,1.0,1.0,1.0,1.0,1.0
TRIM48,0.0,0.009,0.0,0.0,0.0
ZNF335,1.0,1.0,1.0,1.0,1.0
PQLC2,1.0,1.0,1.0,1.0,1.0
GRIA2,0.04,0.047,0.348,0.328,0.255
ARMC9,1.0,1.0,1.0,1.0,1.0
TUBGCP3,1.0,1.0,1.0,1.0,1.0
PIAS3,1.0,1.0,1.0,1.0,1.0
OR52E4,0.0,0.0,0.0,0.0,0.0
UBA5,1.0,1.0,1.0,1.0,1.0
PAPOLA,1.0,1.0,1.0,1.0,1.0
ISL2,0.14,0.056,0.0,0.008,0.009
AK8,0.86,0.271,0.98,0.877,0.981
FAM65A,1.0,1.0,1.0,1.0,1.0
FOXD4L1,0.0,0.0,0.0,0.0,0.0
FOXD4L3,0.0,0.0,0.005,0.0,0.0
ACKR3,1.0,0.991,1.0,1.0,1.0
RNF17,0.02,0.009,0.005,0.008,0.0
INO80,1.0,1.0,1.0,1.0,1.0
SPEM1,0.0,0.0,0.0,0.0,0.0
DDC,0.36,0.252,0.025,0.09,0.019
PLS3,1.0,1.0,1.0,1.0,1.0
GJB4,0.02,0.047,0.015,0.0,0.0
B4GALT1,1.0,1.0,1.0,1.0,1.0
LNX1,1.0,0.916,1.0,1.0,1.0
TEPP,0.0,0.028,0.0,0.0,0.028
ASCC3,1.0,1.0,1.0,1.0,1.0
TTC13,1.0,1.0,1.0,1.0,1.0
PANK1,0.82,0.953,0.677,0.811,0.745
OR5AC2,0.0,0.0,0.0,0.0,0.0
TIGD2,1.0,1.0,0.995,1.0,1.0
EMX1,0.18,0.009,0.5,0.418,0.462
ADAM10,1.0,1.0,1.0,1.0,1.0
ZNF275,0.98,0.991,1.0,0.992,1.0
FOS,1.0,1.0,1.0,0.992,1.0
DDX25,0.0,0.028,0.025,0.025,0.019
PRR22,0.44,0.495,0.46,0.377,0.651
SETMAR,1.0,1.0,1.0,1.0,1.0
TMEM45A,1.0,1.0,1.0,0.984,1.0
CLDN6,0.06,0.393,0.02,0.057,0.009
GPRC5A,1.0,0.981,1.0,1.0,1.0
ADIPOQ,0.34,0.374,0.606,0.418,0.83
MAFF,1.0,1.0,0.995,1.0,0.991
MRPL1,1.0,1.0,1.0,1.0,1.0
STK40,1.0,1.0,1.0,1.0,1.0
MCU,1.0,1.0,1.0,1.0,1.0
ARHGAP8,1.0,1.0,0.995,1.0,1.0
FBXW4,1.0,1.0,1.0,1.0,1.0
PEX6,1.0,1.0,1.0,1.0,1.0
MARK3,1.0,1.0,1.0,1.0,1.0
ACTL7B,0.0,0.0,0.0,0.0,0.0
ULBP2,0.68,0.636,0.177,0.246,0.019
IMPDH1,1.0,1.0,1.0,1.0,1.0
SLC39A8,1.0,1.0,1.0,1.0,1.0
RBFOX3,0.0,0.009,0.005,0.0,0.009
VWA5A,1.0,0.972,1.0,0.992,1.0
RBM19,1.0,1.0,1.0,1.0,1.0
MTTP,0.0,0.009,0.0,0.0,0.0
CYFIP2,0.98,0.981,0.995,0.992,1.0
YTHDF1,1.0,1.0,1.0,1.0,1.0
DPY19L4,1.0,1.0,1.0,1.0,1.0
SENP2,1.0,1.0,1.0,1.0,1.0
CPXCR1,0.0,0.0,0.0,0.0,0.0
MAGEA9,0.02,0.047,0.005,0.0,0.009
ARMC4,0.02,0.028,0.136,0.115,0.085
ANKRD7,0.02,0.14,0.02,0.008,0.009
TGM7,0.04,0.0,0.0,0.0,0.0
EHHADH,0.96,0.916,0.955,0.902,0.972
TSPY10,0.0,0.0,0.0,0.0,0.0
PSME1,1.0,1.0,1.0,1.0,1.0
GOLGA1,1.0,1.0,1.0,1.0,1.0
SLC1A3,0.98,0.963,0.98,0.967,1.0
CALHM3,0.0,0.0,0.0,0.0,0.0
ARHGEF11,1.0,1.0,1.0,1.0,1.0
CARM1,1.0,1.0,1.0,1.0,1.0
HAAO,0.98,0.953,0.934,0.82,0.991
DNAH1,0.34,0.439,0.52,0.361,0.802
OR5M11,0.0,0.0,0.0,0.008,0.0
TEX101,0.0,0.009,0.0,0.0,0.0
FAM24A,0.0,0.0,0.0,0.0,0.0
MRPL13,1.0,1.0,1.0,1.0,1.0
ABHD12B,0.1,0.056,0.364,0.254,0.321
CYSLTR2,0.0,0.103,0.035,0.041,0.104
AUH,1.0,1.0,1.0,1.0,1.0
PKDREJ,0.0,0.0,0.0,0.0,0.0
NPPA,0.0,0.0,0.0,0.0,0.0
KRTAP19-2,0.0,0.0,0.0,0.0,0.0
GPR61,0.0,0.0,0.0,0.0,0.009
WIZ,1.0,1.0,1.0,1.0,1.0
HIST4H4,0.74,0.495,0.798,0.738,0.717
SRP19,1.0,1.0,1.0,1.0,1.0
YTHDC1,1.0,1.0,1.0,1.0,1.0
ANHX,0.0,0.0,0.0,0.0,0.0
LRRC34,0.1,0.561,0.172,0.107,0.236
NOC2L,1.0,1.0,1.0,1.0,1.0
NUP54,1.0,1.0,1.0,1.0,1.0
DDX31,1.0,1.0,1.0,1.0,1.0
CCKBR,0.02,0.411,0.0,0.008,0.0
ELP3,1.0,1.0,1.0,1.0,1.0
FCGR3B,0.54,0.505,0.434,0.598,0.34
PACSIN1,0.26,0.299,0.253,0.5,0.481
SUPT3H,0.94,1.0,0.995,0.967,1.0
MAGI2,0.26,0.383,0.783,0.607,0.755
USP19,1.0,1.0,1.0,1.0,1.0
IFNL4,0.0,0.009,0.0,0.0,0.0
TNFRSF13B,0.24,0.206,0.106,0.033,0.264
HAGHL,0.98,0.944,0.99,0.951,1.0
TSPYL2,1.0,1.0,1.0,1.0,1.0
TGFB2,0.82,0.879,0.939,0.811,0.981
LRRC17,0.92,0.477,1.0,0.91,1.0
PAM16,1.0,1.0,1.0,1.0,1.0
HERC4,1.0,1.0,1.0,1.0,1.0
KCNA1,0.02,0.028,0.02,0.0,0.028
VDAC3,1.0,1.0,1.0,1.0,1.0
TRIM50,0.02,0.0,0.0,0.008,0.0
ZNF503,0.94,0.832,0.758,0.623,0.906
TM4SF4,0.0,0.131,0.0,0.0,0.0
GNPDA2,1.0,1.0,1.0,1.0,1.0
KIF3B,1.0,1.0,1.0,1.0,1.0
SH3BP1,1.0,1.0,0.995,1.0,1.0
DNM3,0.52,0.664,0.707,0.426,0.943
NADK,1.0,1.0,1.0,1.0,1.0
ZNF605,1.0,0.981,0.995,0.934,0.991
HIST1H3D,0.84,0.748,0.808,0.721,0.566
GSC2,0.0,0.0,0.0,0.0,0.0
IFNA5,0.0,0.0,0.0,0.0,0.0
ANKRD55,0.0,0.037,0.02,0.0,0.019
PRCP,1.0,1.0,1.0,1.0,1.0
C2orf42,1.0,1.0,1.0,1.0,1.0
CYP2A7,0.02,0.019,0.192,0.148,0.123
ZNF704,1.0,0.888,0.99,0.967,1.0
HIST2H2AA4,1.0,1.0,1.0,0.984,1.0
GAL3ST1,0.06,0.075,0.005,0.025,0.028
XPO7,1.0,1.0,1.0,1.0,1.0
ZNF678,0.94,0.897,1.0,0.984,0.972
KIAA1324L,0.86,0.785,0.995,0.975,1.0
ATXN3,1.0,1.0,1.0,1.0,1.0
TEX15,0.02,0.047,0.0,0.008,0.0
TM4SF20,0.0,0.0,0.0,0.0,0.0
CHRNA1,0.48,0.103,0.263,0.402,0.179
RAB40C,1.0,1.0,1.0,1.0,1.0
CBR1,1.0,0.991,1.0,1.0,1.0
MAP10,0.54,0.766,0.646,0.484,0.623
PLPPR5,0.0,0.0,0.0,0.008,0.0
C7orf25,0.92,0.869,0.929,0.926,0.915
CT45A7,0.0,0.0,0.0,0.008,0.0
BCLAF1,1.0,1.0,1.0,1.0,1.0
SSPN,1.0,0.953,1.0,0.975,1.0
FAM53A,0.42,0.654,0.717,0.664,0.802
KCNJ12,0.16,0.0,0.03,0.066,0.038
TPRX1,0.0,0.0,0.0,0.0,0.0
FAM127B,1.0,1.0,0.995,1.0,1.0
NMNAT2,0.16,0.178,0.116,0.148,0.085
LDHAL6A,0.0,0.019,0.0,0.0,0.0
C1QL1,0.16,0.262,0.177,0.254,0.264
C1QTNF3,1.0,0.925,1.0,0.984,1.0
HCFC1,1.0,1.0,1.0,1.0,1.0
MSS51,0.08,0.028,0.045,0.09,0.198
CUX2,0.18,0.019,0.081,0.049,0.057
ETV6,1.0,1.0,1.0,1.0,1.0
KRT72,0.02,0.019,0.0,0.0,0.0
CRISP2,0.1,0.093,0.025,0.057,0.009
RAD51AP2,0.0,0.0,0.0,0.0,0.0
TNFSF9,0.26,0.262,0.136,0.18,0.123
ETFBKMT,0.84,0.393,0.985,0.975,0.981
MDK,1.0,1.0,1.0,1.0,1.0
OR2V1,0.0,0.0,0.0,0.0,0.0
PTRF,1.0,1.0,1.0,1.0,1.0
PDHX,1.0,1.0,1.0,1.0,1.0
HLA-E,1.0,1.0,1.0,1.0,1.0
PTK2,1.0,1.0,1.0,1.0,1.0
LSR,1.0,1.0,1.0,1.0,1.0
ARCN1,1.0,1.0,1.0,1.0,1.0
HSBP1,1.0,1.0,1.0,1.0,1.0
LDOC1,1.0,0.991,0.995,1.0,1.0
ZNF25,0.98,0.991,1.0,1.0,1.0
TAS2R60,0.0,0.0,0.0,0.0,0.0
PDIA2,0.02,0.159,0.015,0.041,0.0
CCNA1,0.06,0.402,0.04,0.041,0.028
NXT1,1.0,1.0,1.0,1.0,1.0
BTBD6,1.0,1.0,1.0,1.0,1.0
OR4X2,0.0,0.0,0.0,0.0,0.0
DDX24,1.0,1.0,1.0,1.0,1.0
SOX3,0.0,0.0,0.01,0.033,0.0
METTL25,1.0,0.991,1.0,1.0,1.0
HOXD11,0.06,0.056,0.0,0.008,0.0
CA13,0.64,0.972,0.783,0.705,0.84
RHOXF2,0.02,0.0,0.005,0.008,0.0
AIMP1,1.0,1.0,1.0,1.0,1.0
TAC3,0.0,0.019,0.005,0.016,0.0
DCDC2B,0.02,0.0,0.02,0.0,0.009
BLID,0.0,0.0,0.005,0.0,0.009
AP3B1,1.0,1.0,1.0,1.0,1.0
CNNM3,1.0,1.0,1.0,1.0,1.0
SEC24C,1.0,1.0,1.0,1.0,1.0
MUC17,0.0,0.0,0.0,0.0,0.0
MRPL57,1.0,1.0,1.0,1.0,1.0
LPAR6,1.0,1.0,1.0,1.0,1.0
C7orf49,1.0,1.0,1.0,1.0,1.0
METAP1,1.0,1.0,1.0,1.0,1.0
PMCH,0.02,0.037,0.04,0.008,0.066
CBLN1,0.12,0.037,0.086,0.139,0.132
TMEM9B,1.0,1.0,1.0,1.0,1.0
